Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Argentina,ARG,Compensation of employees (% of expense),GC.XPN.COMP.ZS,10.0711221730401
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.98438072
Argentina,ARG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Argentina,ARG,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,4.33376053536404
Argentina,ARG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Argentina,ARG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.541540026664734
Argentina,ARG,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,13.1716829749686
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Australia,AUS,Compensation of employees (% of expense),GC.XPN.COMP.ZS,9.9570348724723
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.6489954
Australia,AUS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,80.0530319213867
Australia,AUS,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,6.47118220483608
Australia,AUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9698176501115
Australia,AUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Australia,AUS,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,6.50145347688322
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7027130126953
Brazil,BRA,Compensation of employees (% of expense),GC.XPN.COMP.ZS,10.3010260844943
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.31291676
Brazil,BRA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,52.8899993896484
Brazil,BRA,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,3.99390117140306
Brazil,BRA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.3208587959277
Brazil,BRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.14525997638702
Brazil,BRA,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,14.5287373103743
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
China,CHN,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.59359694
China,CHN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
China,CHN,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,4.34475532161824
China,CHN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.8903136606767
China,CHN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.40666007995605
China,CHN,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,24.7676717710226
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
France,FRA,Compensation of employees (% of expense),GC.XPN.COMP.ZS,17.4474115111636
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.20504951
France,FRA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
France,FRA,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,8.12600790136084
France,FRA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999980735321
France,FRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.28188991546631
France,FRA,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,17.2139881277262
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Germany,DEU,Compensation of employees (% of expense),GC.XPN.COMP.ZS,5.42978073308951
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.82248878
Germany,DEU,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,83.6961288452148
Germany,DEU,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,8.19329396341006
Germany,DEU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Germany,DEU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.12979006767273
Germany,DEU,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,19.4795194038544
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.5
India,IND,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.95919013
India,IND,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,31.7094497680664
India,IND,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,5.68369897480531
India,IND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.1456047702605
India,IND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.646359980106354
India,IND,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,10.2345525851482
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.95
Indonesia,IDN,Compensation of employees (% of expense),GC.XPN.COMP.ZS,14.7716681966314
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.41433048
Indonesia,IDN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,38.1022605895996
Indonesia,IDN,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,8.99322389614434
Indonesia,IDN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.5873956949722
Indonesia,IDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.280680000782013
Indonesia,IDN,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,16.2624070442919
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Italy,ITA,Compensation of employees (% of expense),GC.XPN.COMP.ZS,12.293984477593
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.63378334
Italy,ITA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,52.4560317993164
Italy,ITA,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,15.4015198429706
Italy,ITA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9170340740928
Italy,ITA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.50680005550385
Italy,ITA,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,11.4220685448987
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Japan,JPN,Compensation of employees (% of expense),GC.XPN.COMP.ZS,4.44557860519166
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.9042511
Japan,JPN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,85.1767120361328
Japan,JPN,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,10.7485336395952
Japan,JPN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.0995295494953
Japan,JPN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.26897001266479
Japan,JPN,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,12.7497445323796
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Korea, Rep.",KOR,Compensation of employees (% of expense),GC.XPN.COMP.ZS,9.32004389363723
"Korea, Rep.",KOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.36409569
"Korea, Rep.",KOR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
"Korea, Rep.",KOR,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,3.01102806516769
"Korea, Rep.",KOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8476930598844
"Korea, Rep.",KOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,4.79571008682251
"Korea, Rep.",KOR,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,26.7104336480434
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4
Mexico,MEX,Compensation of employees (% of expense),GC.XPN.COMP.ZS,10.853210440822
Mexico,MEX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.2421484
Mexico,MEX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,36.2700004577637
Mexico,MEX,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,20.6311002660444
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.3687045328802
Mexico,MEX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.296380013227463
Mexico,MEX,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,18.3006814044081
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Netherlands,NLD,Compensation of employees (% of expense),GC.XPN.COMP.ZS,7.53261427195572
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.1359272
Netherlands,NLD,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,72.9593505859375
Netherlands,NLD,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,7.7494371142719
Netherlands,NLD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.32182002067566
Netherlands,NLD,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,20.134926087707
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8977813720703
Russian Federation,RUS,Compensation of employees (% of expense),GC.XPN.COMP.ZS,11.9262147833464
Russian Federation,RUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.59624338
Russian Federation,RUS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
